id,gender,age,occupation,zip
5908,1,3,5,19711
5909,1,2,21,91330
5910,2,5,21,10033
5911,2,3,18,80301
5912,1,3,2,77064
5913,2,2,1,47901
5914,1,4,3,91344
5915,1,2,5,58102
5916,1,6,21,48230
5917,2,6,2,94550
5918,1,3,13,55105
5919,1,2,1,47933
5920,2,3,2,05401
5921,1,3,7,15146
5922,1,7,4,94561
5923,1,3,8,05401
5924,1,4,1,55417
5925,2,3,1,90035
5926,2,6,8,65712
5927,1,4,15,10003
5928,1,5,2,14760
5929,2,4,1,33607
5930,2,4,18,78681
5931,2,2,8,94111
5932,1,2,15,90038
5933,1,3,3,98227
5934,1,3,15,77075
5935,1,2,1,35115
5936,1,2,5,37130
5937,1,3,13,60622
5938,1,3,2,35401
5939,2,5,16,77040
5940,1,6,13,03062
5941,2,3,1,60640
5942,1,5,2,01867
5943,2,5,2,19806
5944,2,2,11,27606
5945,2,4,3,35229
5946,2,7,2,55406
5947,2,5,17,97215
5948,1,7,14,12124
5949,1,2,18,47901
5950,1,3,5,19713
5951,1,2,5,77005
5952,2,5,2,78231
5953,1,1,11,21030
5954,1,5,12,70802
5955,2,3,8,34952
5956,2,2,5,02142
5957,1,2,21,02038
5958,1,5,15,94301
5959,2,2,5,14850
5960,2,5,1,70460
5961,2,5,1,78757
5962,1,4,8,80221
5963,1,3,16,02140
5964,1,2,6,97202
5965,1,3,18,77449
5966,2,4,10,10021
5967,1,6,17,73069
5968,1,7,8,98103
5969,1,5,14,77706
5970,1,4,12,55438
5971,1,4,8,49504
5972,2,3,21,55428
5973,1,1,11,54701
5974,2,3,2,32303
5975,1,3,15,55104
5976,2,3,2,26542
5977,1,4,2,90012
5978,1,4,2,49307
5979,1,3,2,43214
5980,1,7,2,42503
5981,1,4,8,01776
5982,1,4,2,56082
5983,1,3,4,29208
5984,1,3,2,60657
5985,2,2,5,78705
5986,2,7,2,01060
5987,1,3,17,10003
5988,1,3,16,94022
5989,2,1,11,74114
5990,2,3,21,90046
5991,2,4,21,94025
5992,2,2,5,21046
5993,2,6,21,50010
5994,1,4,2,32501
5995,2,4,2,14618
5996,2,3,1,87114
5997,2,3,8,10016
5998,1,2,5,61820
5999,2,3,2,55455
6000,1,5,18,30075
6001,2,3,8,94117
6002,1,6,1,43231
6003,2,5,18,78722
6004,2,3,16,28401
6005,2,3,6,28401
6006,2,1,1,01036
6007,1,4,18,80537
6008,1,2,5,78705
6009,2,3,13,60540
6010,1,4,1,79606
6011,1,4,16,80538
6012,1,4,16,02871
6013,2,3,21,32301
6014,1,5,2,80634
6015,2,3,10,80013
6016,1,5,2,37209
6017,2,4,8,21117
6018,1,4,2,48906
6019,1,3,1,10024
6020,1,6,17,10023
6021,1,3,13,08876
6022,1,3,18,57006
6023,1,3,1,43213
6024,1,3,13,53705
6025,2,3,2,32607
6026,1,4,7,11210
6027,1,2,5,20742
6028,1,2,5,94133
6029,2,3,2,23185
6030,1,3,18,32618
6031,2,2,1,45123
6032,1,5,8,55108
6033,1,6,14,78232
6034,1,3,15,94117
6035,2,3,2,78734
6036,2,3,16,32603
6037,2,5,2,76006
6038,2,7,2,14706
6039,2,5,1,01060
6040,1,3,7,11106
